Date,Open,High,Low,Close,Adj Close,Volume
2023-08-23,201.8000030517578,203.39999389648438,201.24000549316406,202.0,202.0,278600
2023-08-24,202.41000366210938,203.22999572753906,198.39999389648438,198.6199951171875,198.6199951171875,388800
2023-08-25,198.6999969482422,202.16000366210938,198.6999969482422,200.38999938964844,200.38999938964844,249300
2023-08-28,200.83999633789062,202.27999877929688,197.88999938964844,198.75999450683594,198.75999450683594,317800
2023-08-29,199.7100067138672,204.3300018310547,198.9600067138672,203.88999938964844,203.88999938964844,290200
2023-08-30,204.6300048828125,210.89999389648438,204.6300048828125,209.67999267578125,209.67999267578125,354900
2023-08-31,209.6999969482422,211.25,206.55999755859375,206.82000732421875,206.82000732421875,400400
2023-09-01,209.35000610351562,210.38999938964844,206.92999267578125,209.6199951171875,209.6199951171875,282400
2023-09-05,209.05999755859375,209.05999755859375,204.1999969482422,204.2899932861328,204.2899932861328,371100
2023-09-06,204.0500030517578,206.13999938964844,203.55999755859375,204.44000244140625,204.44000244140625,263100
2023-09-07,202.55999755859375,205.33999633789062,201.80999755859375,204.38999938964844,204.38999938964844,367500
2023-09-08,203.58999633789062,204.0800018310547,198.61000061035156,199.74000549316406,199.74000549316406,555900
2023-09-11,200.75,203.27000427246094,199.5399932861328,199.66000366210938,199.66000366210938,419400
2023-09-12,198.8800048828125,199.9199981689453,195.0399932861328,197.11000061035156,197.11000061035156,519300
2023-09-13,195.05999755859375,205.02999877929688,195.05999755859375,203.61000061035156,203.61000061035156,620000
2023-09-14,205.85000610351562,208.14999389648438,201.6999969482422,207.75999450683594,207.75999450683594,543900
2023-09-15,207.30999755859375,212.60000610351562,205.72000122070312,207.8800048828125,207.8800048828125,628800
2023-09-18,207.3699951171875,211.97999572753906,205.99000549316406,210.57000732421875,210.57000732421875,667200
2023-09-19,209.88999938964844,211.2100067138672,208.4600067138672,208.52999877929688,208.52999877929688,775500
2023-09-20,210.1999969482422,213.0399932861328,207.8800048828125,208.6300048828125,208.6300048828125,725100
2023-09-21,205.0,205.0,193.5800018310547,198.14999389648438,198.14999389648438,1248500
2023-09-22,196.07000732421875,202.72000122070312,192.39999389648438,199.6199951171875,199.6199951171875,765000
2023-09-25,198.25999450683594,199.0,196.13999938964844,197.57000732421875,197.57000732421875,395100
2023-09-26,196.5500030517578,197.97999572753906,194.1999969482422,194.44000244140625,194.44000244140625,337300
2023-09-27,195.07000732421875,195.27000427246094,191.10000610351562,194.94000244140625,194.94000244140625,403600
2023-09-28,194.05999755859375,196.75999450683594,192.75,195.30999755859375,195.30999755859375,433600
2023-09-29,198.0399932861328,198.89999389648438,195.47000122070312,195.97999572753906,195.97999572753906,365600
2023-10-02,195.4199981689453,195.4199981689453,191.0,193.38999938964844,193.38999938964844,524100
2023-10-03,191.58999633789062,193.00999450683594,190.58999633789062,191.67999267578125,191.67999267578125,317700
2023-10-04,192.4199981689453,193.75999450683594,187.00999450683594,190.89999389648438,190.89999389648438,415200
2023-10-05,189.8699951171875,192.3000030517578,187.25,191.14999389648438,191.14999389648438,481300
2023-10-06,189.63999938964844,195.55999755859375,188.7899932861328,193.4600067138672,193.4600067138672,439200
2023-10-09,191.72000122070312,194.02999877929688,190.92999267578125,193.07000732421875,193.07000732421875,227500
2023-10-10,193.44000244140625,197.6699981689453,192.8000030517578,195.6300048828125,195.6300048828125,279700
2023-10-11,195.97999572753906,197.41000366210938,194.13999938964844,197.0800018310547,197.0800018310547,233000
2023-10-12,196.3800048828125,196.3800048828125,188.1199951171875,189.02999877929688,189.02999877929688,346500
2023-10-13,189.11000061035156,191.50999450683594,187.0,191.02000427246094,191.02000427246094,333800
2023-10-16,191.6300048828125,195.5500030517578,188.9199981689453,192.74000549316406,192.74000549316406,297800
2023-10-17,190.7899932861328,194.39999389648438,190.07000732421875,191.9499969482422,191.9499969482422,300200
2023-10-18,190.10000610351562,190.97999572753906,184.74000549316406,185.16000366210938,185.16000366210938,442400
2023-10-19,185.74000549316406,189.47999572753906,185.35000610351562,187.39999389648438,187.39999389648438,806400
2023-10-20,187.3800048828125,189.4600067138672,184.97999572753906,185.41000366210938,185.41000366210938,461900
2023-10-23,184.08999633789062,184.66000366210938,181.1199951171875,181.25,181.25,379600
2023-10-24,181.30999755859375,185.67999267578125,180.97000122070312,183.64999389648438,183.64999389648438,428900
2023-10-25,181.22000122070312,181.25999450683594,170.89999389648438,172.69000244140625,172.69000244140625,1005700
2023-10-26,173.1199951171875,176.97999572753906,172.11000061035156,175.07000732421875,175.07000732421875,549700
2023-10-27,176.4199981689453,177.33999633789062,172.24000549316406,172.58999633789062,172.58999633789062,438700
2023-10-30,174.77000427246094,175.07000732421875,164.4199981689453,164.52000427246094,164.52000427246094,1217400
2023-10-31,166.58999633789062,170.47000122070312,165.91000366210938,168.36000061035156,168.36000061035156,818800
2023-11-01,167.77999877929688,168.2899932861328,161.64999389648438,167.52000427246094,167.52000427246094,680800
2023-11-02,169.17999267578125,174.82000732421875,169.0,174.7100067138672,174.7100067138672,543400
2023-11-03,178.80999755859375,183.52000427246094,178.80999755859375,181.91000366210938,181.91000366210938,564200
