Date,Open,High,Low,Close,Adj Close,Volume
2023-08-23,81.5199966430664,83.36000061035156,81.2300033569336,83.16999816894531,83.16999816894531,1047000
2023-08-24,83.43000030517578,84.27999877929688,82.68000030517578,83.55999755859375,83.55999755859375,1204800
2023-08-25,83.98999786376953,84.19000244140625,82.54000091552734,82.58000183105469,82.58000183105469,848100
2023-08-28,83.06999969482422,84.91000366210938,82.9000015258789,84.58999633789062,84.58999633789062,911700
2023-08-29,84.31999969482422,85.93000030517578,84.06999969482422,85.69999694824219,85.69999694824219,1028300
2023-08-30,85.48999786376953,85.55999755859375,84.45999908447266,84.68000030517578,84.68000030517578,1239500
2023-08-31,85.05999755859375,85.91999816894531,84.91000366210938,85.05000305175781,85.05000305175781,2113000
2023-09-01,85.41999816894531,86.54000091552734,85.31999969482422,86.0199966430664,86.0199966430664,968800
2023-09-05,85.69999694824219,86.0,85.05999755859375,85.87000274658203,85.87000274658203,1368400
2023-09-06,86.0,86.97000122070312,85.54000091552734,85.83999633789062,85.83999633789062,1617500
2023-09-07,85.36000061035156,85.52999877929688,84.1500015258789,85.0,85.0,1867800
2023-09-08,84.97000122070312,85.95999908447266,84.88999938964844,85.23999786376953,85.23999786376953,1374000
2023-09-11,85.61000061035156,86.4000015258789,85.11000061035156,85.36000061035156,85.36000061035156,2130000
2023-09-12,85.23999786376953,85.73999786376953,83.80999755859375,84.76000213623047,84.76000213623047,1918100
2023-09-13,84.87999725341797,85.62999725341797,77.70999908447266,79.06999969482422,79.06999969482422,4901000
2023-09-14,79.6500015258789,79.98999786376953,78.05000305175781,79.75,79.75,4462800
2023-09-15,79.5999984741211,79.66000366210938,78.12000274658203,78.41999816894531,78.41999816894531,3096800
2023-09-18,78.2300033569336,79.5999984741211,78.04000091552734,78.93000030517578,78.93000030517578,1148300
2023-09-19,79.01000213623047,79.8499984741211,77.58999633789062,78.37999725341797,78.37999725341797,1349200
2023-09-20,79.01000213623047,79.69000244140625,77.93000030517578,78.08999633789062,78.08999633789062,1121100
2023-09-21,77.56999969482422,77.77999877929688,75.1500015258789,75.18000030517578,75.18000030517578,1456600
2023-09-22,75.18000030517578,76.19000244140625,74.76000213623047,75.16999816894531,75.16999816894531,1108600
2023-09-25,74.94999694824219,75.87999725341797,74.62999725341797,74.9800033569336,74.9800033569336,1239600
2023-09-26,74.41000366210938,74.97000122070312,73.44999694824219,73.66999816894531,73.66999816894531,1971400
2023-09-27,73.87999725341797,74.25,72.12000274658203,73.48999786376953,73.48999786376953,2508900
2023-09-28,73.83000183105469,74.12000274658203,73.05999755859375,73.30000305175781,73.30000305175781,1659800
2023-09-29,74.19000244140625,74.8499984741211,73.56999969482422,73.86000061035156,73.86000061035156,2080700
2023-10-02,72.69000244140625,73.55000305175781,71.83000183105469,73.02999877929688,73.02999877929688,2295200
2023-10-03,72.36000061035156,72.80999755859375,70.83000183105469,71.33000183105469,71.33000183105469,1402900
2023-10-04,71.47000122070312,71.91000366210938,70.3499984741211,71.16999816894531,71.16999816894531,1449500
2023-10-05,71.0999984741211,72.30000305175781,70.72000122070312,72.29000091552734,72.29000091552734,1170800
2023-10-06,71.72000122070312,73.41999816894531,71.0199966430664,72.77999877929688,72.77999877929688,836300
2023-10-09,72.05000305175781,73.23999786376953,71.91000366210938,72.69999694824219,72.69999694824219,1226900
2023-10-10,72.7300033569336,73.58000183105469,72.51000213623047,73.16999816894531,73.16999816894531,1289200
2023-10-11,73.8499984741211,74.41999816894531,73.23999786376953,73.8499984741211,73.8499984741211,703100
2023-10-12,73.6500015258789,73.81999969482422,71.93000030517578,72.30000305175781,72.30000305175781,1008000
2023-10-13,72.66999816894531,72.80000305175781,71.25,71.44999694824219,71.44999694824219,1290300
2023-10-16,72.26000213623047,72.62000274658203,71.4800033569336,72.43000030517578,72.43000030517578,1039100
2023-10-17,71.30999755859375,72.81999969482422,71.30999755859375,71.51000213623047,71.51000213623047,1150100
2023-10-18,70.88999938964844,71.31999969482422,69.2699966430664,69.80000305175781,69.80000305175781,1406500
2023-10-19,69.63999938964844,70.16000366210938,68.30000305175781,68.31999969482422,68.31999969482422,1617500
2023-10-20,68.48999786376953,68.48999786376953,66.9800033569336,67.48999786376953,67.48999786376953,1894800
2023-10-23,66.76000213623047,67.76000213623047,66.63999938964844,66.8499984741211,66.8499984741211,1358300
2023-10-24,67.12000274658203,68.12999725341797,66.62999725341797,66.83000183105469,66.83000183105469,2044300
2023-10-25,66.19999694824219,66.69000244140625,64.80999755859375,65.76000213623047,65.76000213623047,1513800
2023-10-26,65.94999694824219,67.02999877929688,65.83999633789062,66.45999908447266,66.45999908447266,2071300
2023-10-27,65.94999694824219,66.25,64.62999725341797,66.1500015258789,66.1500015258789,2823700
2023-10-30,66.61000061035156,68.13999938964844,66.12000274658203,67.5,67.5,2468700
2023-10-31,67.86000061035156,70.11000061035156,67.80999755859375,69.33999633789062,69.33999633789062,4145700
2023-11-01,69.52999877929688,70.41000366210938,68.72000122070312,70.19000244140625,70.19000244140625,2703200
2023-11-02,71.81999969482422,72.77999877929688,71.08999633789062,71.69999694824219,71.69999694824219,2364000
2023-11-03,73.41000366210938,76.7300033569336,73.16000366210938,76.01000213623047,76.01000213623047,2333900
