Date,AAPL,AMZN,GOOG,GOOGL,MSFT,NVDA
2022-10-03,-0.00192310801117836,-0.006721440407544221,-0.20145710812671044,0.0026236492923692968,-0.0010725369132441101,-0.0003602652211596599
2022-10-04,0.0003613305268025306,0.0002405899647540358,-0.012524297371568285,-0.0004227189748177047,0.002624652863787257,-0.0020424628402133304
2022-10-05,0.0034842408608293978,0.003052488645590451,0.02744067309627146,0.05975225450714553,-0.007124318393867537,-0.009767282794696895
2022-10-06,-0.002601030941804599,-0.02101439611922408,-0.0033216248200789106,-0.008081665935623048,-0.005684111868969935,0.051530742602918546
2022-10-07,0.002555831417901375,0.0028964867813141937,0.00044632906541506505,0.00268805421494365,-0.00067387808967357,0.0023374831306234834
2022-10-10,0.003919435861062793,-0.009434398119346687,-0.010359376111720442,0.0035806617690980103,0.0007192035237788501,-0.12573604500391058
2022-10-11,0.01797623005401568,0.001049812290385347,0.004256993671957199,0.026328133091404464,0.012093528896841347,0.00715034794680645
2022-10-12,-0.0019856943037687242,0.0005321079996881735,0.0053001673718377626,-0.002186711526948176,0.002710806988745148,-0.004552284478873484
2022-10-13,0.004146832030440795,-0.004876689290039949,0.005512127875143371,0.012178156258303745,0.007046764771867149,0.002444696989688026
2022-10-14,0.010405292714309494,-0.008371850266527519,-0.00881733254826762,-0.009072077201988837,-0.037982778076243076,0.002665560769586102
2022-10-17,0.0021900107220060513,0.0032982319357314073,0.0015494800071038312,-0.0001393700117670672,0.006856696384040769,0.0052967516601832906
2022-10-18,0.0046764423257307465,0.006713470070614811,0.004619380675639903,0.03057491074136671,0.007766016670329548,-0.0013345360182396516
2022-10-19,-0.02368684590302851,-0.008021658088054707,-0.0021707009134284408,-0.028313821384509507,-0.0009022228587267075,-0.003635980589992511
2022-10-20,-0.002077824809314913,-0.01569383043673368,-0.02029612363260899,0.06445428876861758,0.04276023127185999,0.006123330445467754
2022-10-21,-0.00041001700533143407,-0.00896869358922179,0.0010242984152013328,0.004361208817771953,0.003770791661443623,0.004530382617597608
2022-10-24,0.00041437500643507977,0.13054100398029156,-0.0029297751973776484,0.013722147303797439,0.003336999440707412,0.019170236454189842
2022-10-25,-0.02750074171088582,0.2536072649916941,-0.0557518479289616,-0.003222829318578761,-0.0035668501473550204,-0.0012088309523282186
2022-10-26,-0.08939788687176013,-0.022118372870199,-0.004868026932453011,-0.15513042576875644,-0.04898350657591191,-0.01650058533783745
2022-10-27,0.008531751551487407,0.00029256581937077425,0.01997026066077462,0.011011965539031833,0.01340891596180225,-0.01329664858557886
2022-10-28,0.0007357704568405641,-0.0015609451237170151,-0.0023915261977052234,0.0007778857621219723,0.0042134354443418365,-0.0026729787432347436
2022-10-31,-0.009924457032766289,0.006396141840493176,-0.001732918122585168,0.00610570947882999,0.0029028062356888625,-0.009177832004601275
2022-11-01,-0.004107567657673195,-0.0023895753875116032,-0.0020039791817825425,-0.006843476804642833,-0.0010846225025918734,-0.0005043349634686174
2022-11-02,-0.0005339914978978014,0.00010431882107453906,0.004970033001201538,0.029730309559288272,0.0014366848798889286,-0.018955647290884284
2022-11-03,-0.0007739277798422547,0.0017953745231025912,0.00015096167104470322,-0.0009812957879751455,0.06707624144499001,-0.033714364913958454
2022-11-04,7.317326947229665e-05,0.017992012159834855,0.0019874642612011167,-0.004819870590661768,0.019856653357405135,0.00039637287132095807
2022-11-07,0.04735278856562857,-0.002082448082273356,-0.0008270897002100698,-0.00633391851744458,-0.01036728430709502,0.006670073289689837
2022-11-08,-0.02519189830184166,-0.010147878985801856,-0.0008770211395083547,-0.009040488030599097,-8.154149831736174e-05,-0.02023164088815557
2022-11-09,-0.0018015704377355088,0.0410293496968338,-0.0017483434912851895,-0.0027288972503769046,0.00808795978789527,-0.0029654709137294953
2022-11-10,0.0003576618794945206,0.0018649769528263408,-0.0001028923602231171,-0.0004368579332247701,0.005415111727801308,0.0016669454597874102
2022-11-11,-0.004026612610514891,-0.0009339495574060535,-0.013215350364948,-0.007822737505174999,-0.0007739856641261763,0.0016224437200564896
2022-11-12,0.00346794528308925,0.021629526043132664,0.0018087664032126194,0.003199750467899115,-0.001106117618585191,-0.0003408311761647115
2022-11-14,0.022915814947007975,-0.013488478398552075,-0.0002131843950902723,0.0005887816994066456,0.013054002626302698,0.04686990516150884
2022-11-15,0.016036245408062647,0.017546753303335588,0.005068976766039105,0.01241071189193915,-0.0011125941540987719,0.0028158257276172877
2022-11-16,0.0032340157858211514,-0.0023842478083868465,0.005334409879978811,0.23631451711809653,-0.017665387451081958,-0.015202771930770739
2022-11-17,0.005282597176378613,-0.003007280688766442,-0.0013390887889405925,0.0003800578423738868,0.0022714755035295013,0.02227130818371276
2022-11-18,0.03616019365251411,-0.003106586473581495,0.01841186283184177,0.013523855048104421,-0.006259793153726238,4.5970668830134094e-05
2022-11-19,-0.0037830189699682277,0.00033152121485428816,-0.025058314392977076,-0.04611595274265153,-0.0022366880448582618,-0.0006120109606085265
2022-11-21,0.0008041824398476357,-0.005487849662084923,-0.0018467621256997044,0.009361035416686148,0.0037791958098431755,-0.004843617594867242
2022-11-22,0.00647896606585475,-0.031950145759176686,0.010944592200356092,0.017178700848244355,0.11254545822532705,-0.0013428929402359993
2022-11-23,0.00040750607378665384,-0.0012232467001587059,-0.0014367361177589494,-0.0007676696576345688,-0.10996576033794336,-0.003081278842169724
2022-11-24,-2.0739776652776022e-05,0.0008048816544951789,0.000655705188288174,-0.000440648262696047,0.0029703874803178776,0.00019424296923528832
2022-11-25,-0.004446344709323849,-0.02610380628340061,-0.003239462636935182,-0.002477444009101653,0.008109969331873553,-0.004415975028091215
2022-11-28,0.019958817060522497,-0.008322951318786997,0.0018082068966920712,0.0010901038956640538,-0.0009009303276539906,-0.0029028801295196346
2022-11-29,-0.006481682828998626,0.0006633042737368737,0.11496999731608061,0.0015820967064682765,0.0009795704628569846,-0.004938711128543806
2022-11-30,0.0013305944647283808,-0.007412180476182061,-0.0011245684083121665,-0.03390632338593247,-0.0007941254585078718,-0.004703501651806421
2022-12-01,-0.20097231670731444,-0.004867818084782695,-0.005246803349586647,-0.013738001074202305,0.0029345334355036154,-0.018114670232764783
2022-12-02,0.03478165098777649,-6.925079774337313e-05,-0.02427495293854678,0.0017546708786494573,-0.07344954605085612,0.0039763459281951805
2022-12-03,-0.0001682062910347541,-0.00031050158079539905,0.0024429570602435245,-0.009648186521669152,5.706809465992429e-06,0.0004514421839703003
2022-12-05,-0.0037790894847793324,-0.00120323032440284,0.004813977852185588,0.006055755368533606,0.0025041385403687904,0.005280159196599082
2022-12-06,-0.0038930979895199893,-0.04163112837357326,0.01544642633484518,0.001590643827382831,-0.006809156670516091,0.012463706638465017
2022-12-07,0.8017536501979162,-0.004088646634474455,0.0077347962609579475,0.0013250464093318276,0.010184015895691057,0.0028473371330538706
2022-12-08,-0.015270982974132931,-0.005738944468184988,0.007045360271704087,-0.005717186365155166,0.0018726721007374983,0.00175827298230477
2022-12-09,-0.005320680728939956,-0.009498668723300898,0.03867250887593925,0.0018840015071649296,-0.0009968453073109778,0.002548664748587444
2022-12-10,-9.25686502484526e-05,-0.0010413009028038846,-0.0010004784356217654,-0.0001611507570683041,-0.002351158687032083,-0.0001260640023194917
